"session_id","user_id","session_start","session_end","ip_address","device_type","country","session_token"
"3df876f3-7b42-4f90-adc7-2d64e3592d79","f836c1bc-3cf4-4979-af3a-79b5dbe67dde","2024-01-05T20:44:29.673Z","2024-01-05T21:52:46.462Z","5e0e:a762:28ac:4c6a:e956:dee5:f06e:94aa","Desktop","Germany","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiZjgzNmMxYmMtM2NmNC00OTc5LWFmM2EtNzliNWRiZTY3ZGRlIiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.u7daXeWCfQtR1b8Tr8dNiL7dLIGWbs2riCZSUr5zlZM"
"7b7e7f38-aaef-491b-81e5-52aa79308f0d","8360a26f-01ac-42b3-84b2-43456666219f","2024-09-15T01:40:47.788Z","2024-09-15T02:18:22.543Z","e8b0:d304:de4e:a0a2:7a1c:eef8:a55c:abff","Tablet","Brazil","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiODM2MGEyNmYtMDFhYy00MmIzLTg0YjItNDM0NTY2NjYyMTlmIiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.ZMy5kW1o8SH_07EK5EeI16fyrjRKo3h1g9UDqmjVn_Q"
"3f7dc31f-c15e-4d37-be04-eec6b930fe95","5524d520-510c-4d69-b135-acf2f199eccf","2024-03-14T18:31:18.630Z","2024-03-14T19:43:02.135Z","93d1:5153:f0bb:85e9:7362:fbb0:afa3:ccbb","Mobile","India","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTUyNGQ1MjAtNTEwYy00ZDY5LWIxMzUtYWNmMmYxOTllY2NmIiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.p5S0d2m1_alnBzY6in-SZcsLqSi-nbuabQ19UhBHRik"
"1a2bd652-9db0-4397-adfd-9ddd4da4fa55","e08121e0-9d08-4fdd-af53-af9f444e35e0","2024-05-31T07:54:26.382Z","2024-05-31T09:24:57.682Z","a0dc:bb8d:da70:4291:7178:a3e6:4b3d:5de2","Mobile","UK","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiZTA4MTIxZTAtOWQwOC00ZmRkLWFmNTMtYWY5ZjQ0NGUzNWUwIiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.9oukRTqNAC0p9EpbTakpM-70EHI0XCTpM4-V6VpsNcc"
"2f7e11ab-93bd-415b-9612-fe76e2e0658c","8e2b397b-d3c9-4cf9-be19-399ee73d6b6d","2023-11-18T05:21:26.789Z","2023-11-18T06:30:57.099Z","174.35.194.227","Mobile","USA","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiOGUyYjM5N2ItZDNjOS00Y2Y5LWJlMTktMzk5ZWU3M2Q2YjZkIiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.2qolqU5I-2sikpb-66z_Aoq_xRuXJ8UykBTNGytqDWs"
"a16b1e20-b279-4ea6-b258-a928102d0dca","40a4ba0c-d558-404a-b8a2-b5c3f33db984","2023-12-03T14:06:46.506Z","2023-12-03T14:42:57.619Z","df2d:3f8a:eb06:cccc:1eaa:ce2a:862b:d927","Desktop","South Africa","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNDBhNGJhMGMtZDU1OC00MDRhLWI4YTItYjVjM2YzM2RiOTg0IiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.leWl20xknkVSQ95AWxZ4SzO7vWc6sHiM5lGB1Hpa_oI"
"79ea9193-7113-4555-affe-c47ceb3b3385","271ccddc-e18d-426c-858e-99c0b63c0eb7","2024-05-06T14:41:20.088Z","2024-05-06T15:57:26.749Z","49.1.117.112","Desktop","Canada","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiMjcxY2NkZGMtZTE4ZC00MjZjLTg1OGUtOTljMGI2M2MwZWI3IiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.ksIg0nnunXBTTZMnHg9zSIJHvIn4qu-sA2VuZozZjHo"
"92c04d4d-a53d-44d7-b151-fb89a8c1635a","9c7220e8-5ee6-4b9b-9b8e-aa638a7e4f89","2024-06-18T22:28:56.498Z","2024-06-19T00:05:32.377Z","205.206.32.114","Desktop","Japan","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiOWM3MjIwZTgtNWVlNi00YjliLTliOGUtYWE2MzhhN2U0Zjg5IiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.AUTz11JeZR0QeegMeESDz9LH8edPPAEnzGoFXGbJd9A"
"21c997e0-b169-4ae4-ad9e-e75147cd6fcd","646b9fd3-b1ea-4927-a539-cb23e917c01d","2024-03-18T19:09:01.329Z","2024-03-18T19:56:04.012Z","197.248.248.97","Desktop","Germany","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNjQ2YjlmZDMtYjFlYS00OTI3LWE1MzktY2IyM2U5MTdjMDFkIiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.nX7O43stX1Qh3UCfbDlOAPifn0Q5KrZBAstl3i5-ktE"
"c59b2610-00cf-4bd1-9040-e7b24cfd458e","d5a601b6-4ea8-4333-99f3-fd882f72134c","2024-01-02T04:00:16.716Z","2024-01-02T05:30:05.487Z","181.176.249.143","Tablet","UK","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiZDVhNjAxYjYtNGVhOC00MzMzLTk5ZjMtZmQ4ODJmNzIxMzRjIiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.N85VBq9tAPf6XQN5vR_i_Sqq9Fb6LWiZgtW8pHRIbDk"
"71eb81bb-807b-44d1-b286-93e9c53765c3","1664c6ff-5632-427e-8387-291234e9f652","2023-11-24T06:49:31.175Z","2023-11-24T07:32:56.814Z","121.3.230.52","Mobile","Australia","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiMTY2NGM2ZmYtNTYzMi00MjdlLTgzODctMjkxMjM0ZTlmNjUyIiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.9R8I_iBcpO_OiGCKGdBz1C7jx-oIZx6VXdE8Q4zFhd8"
"6ccf6a33-f977-4142-a408-b92cfa37911f","ac343ca1-4e8b-47cc-8d6d-09638c4c6323","2023-12-03T05:50:47.979Z","2023-12-03T07:06:57.980Z","195.150.103.37","Desktop","Germany","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiYWMzNDNjYTEtNGU4Yi00N2NjLThkNmQtMDk2MzhjNGM2MzIzIiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.84b-urSySsRcXkbSFmyY2d65SA-5ZGJsEyjldap1nFY"
"338206d8-5d4d-4861-9d33-3a873669434b","a7009dea-cbc7-4b31-9160-6ce8ec4f5edc","2023-12-03T11:39:50.984Z","2023-12-03T11:47:20.679Z","d0fa:7641:ebda:aca4:59fe:e5da:5f57:55fc","Tablet","Brazil","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiYTcwMDlkZWEtY2JjNy00YjMxLTkxNjAtNmNlOGVjNGY1ZWRjIiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.jDJKtLOSrnmDRlFPR4quLmS3CJ64jQrObh4nQDRQbo8"
"1eafaa02-88f1-4189-a97d-1e90f0ac6f75","b1ab2a1d-65a4-4752-bca7-ee8779e9f69f","2024-09-17T13:28:52.601Z","2024-09-17T13:44:23.454Z","ccb9:befb:f2ad:a2a3:9df0:abed:da20:dbbc","Mobile","India","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiYjFhYjJhMWQtNjVhNC00NzUyLWJjYTctZWU4Nzc5ZTlmNjlmIiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.-u9L2qqYaAUwRxobso7pv7MGv2I5gF0oSGJglGJ_mOs"
"61b7ae64-fa2f-48fc-b600-01d83a5b72ca","9dc34747-73db-480f-919e-dd10b239d746","2024-03-12T05:31:02.253Z","2024-03-12T07:09:45.874Z","bdfd:2e4a:ca8e:b933:cfa2:dc3f:c8e7:ded2","Mobile","Australia","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiOWRjMzQ3NDctNzNkYi00ODBmLTkxOWUtZGQxMGIyMzlkNzQ2IiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.8J5IGLnhSHU5pU6nOYhxQeA1Uqv9Avjosrts01wFwPY"
"77063eea-b7a9-45f6-b41a-04f09c50a0d8","e6926a70-fb73-4ff5-bf7d-c2b0191a7e3c","2024-10-04T21:56:19.622Z","2024-10-04T22:53:17.441Z","255.44.105.13","Tablet","South Africa","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiZTY5MjZhNzAtZmI3My00ZmY1LWJmN2QtYzJiMDE5MWE3ZTNjIiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.hGV6REHizy24pnEm5W5bDZnAMUkPpqwhmWyzh4-Setg"
"872dcf20-5087-431e-8d66-7b35a5c88102","447b279a-36e1-434c-96f3-b2166113aa72","2024-03-24T09:44:40.301Z","2024-03-24T11:15:50.977Z","143.134.13.17","Mobile","South Africa","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNDQ3YjI3OWEtMzZlMS00MzRjLTk2ZjMtYjIxNjYxMTNhYTcyIiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.zSzftLMihSdTUoMmwpaJdc8Q1-3ZDslmPiQ5cycIUNY"
"f061aa14-7b77-49b7-b828-fd8b289bc154","064fecd8-0e5f-434c-ad36-c0b2bb4698a2","2024-02-27T14:48:29.689Z","2024-02-27T16:40:51.331Z","da8c:65a7:ad9f:c114:8eff:829b:5dcb:986d","Tablet","Canada","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiMDY0ZmVjZDgtMGU1Zi00MzRjLWFkMzYtYzBiMmJiNDY5OGEyIiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.Dm2cQvClJznxPrZhFvj0kd_OMuKUfwvVwAEcI_rctm4"
"3b3792ff-c9f2-44f6-9e3d-38451925aeec","561ef83c-84a2-4e6b-8f7e-251cb1e0e794","2024-08-30T23:43:41.371Z","2024-08-31T00:58:28.559Z","9de7:96ba:9dda:8c80:18ac:f9b0:b0f8:fcbc","Desktop","Canada","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTYxZWY4M2MtODRhMi00ZTZiLThmN2UtMjUxY2IxZTBlNzk0IiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.3x1Jflbu7jG1H-TpAXve85FEalqM_HRWMimx0IsiRfo"
"8f80d5dc-2350-44b8-af71-2bacfd4e4053","38b16c08-320b-4caa-895c-9ac07cc93ad3","2024-05-03T01:41:03.422Z","2024-05-03T03:40:07.258Z","bade:e0c0:fdca:dba6:19cd:9beb:cfea:cbb1","Mobile","South Africa","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiMzhiMTZjMDgtMzIwYi00Y2FhLTg5NWMtOWFjMDdjYzkzYWQzIiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.EVL0rHSOYSQ4irEAscpz8PYRPCm8E92iVjdJsfBaPDY"
"3c24390e-9c11-46ce-b753-719f61707e7c","2982245e-13f0-4855-b863-f2175c58cef4","2023-11-01T10:14:00.035Z","2023-11-01T12:07:57.077Z","180.22.183.5","Mobile","France","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiMjk4MjI0NWUtMTNmMC00ODU1LWI4NjMtZjIxNzVjNThjZWY0IiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.hBE5LvnFOjuMapR_HOuE88vcwIvVH6GuPJ5wK5OL2FU"
"9ca89ada-79eb-4d8d-947d-35e7ba74530f","86806296-fc45-478c-b3dc-f546e65e4308","2023-11-12T00:23:10.720Z","2023-11-12T02:00:55.882Z","116.198.98.250","Desktop","Japan","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiODY4MDYyOTYtZmM0NS00NzhjLWIzZGMtZjU0NmU2NWU0MzA4IiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.JwoGjJGn0TatCieIYycxGfLKaJ0k493nOwjE_piZM9A"
"908eb6e1-b802-4ece-b01f-169e215caa9e","6fd29f77-063c-4c32-afc4-70761e18b453","2024-09-08T06:33:24.239Z","2024-09-08T07:14:20.047Z","a928:921d:ddcf:c3be:38fc:f87c:0fae:d5a6","Tablet","Australia","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNmZkMjlmNzctMDYzYy00YzMyLWFmYzQtNzA3NjFlMThiNDUzIiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.MLuMjPx_oV7Gxiprb2uqIP-RhxiKqqt_IdZgaZ8svak"
"2207bbed-3a12-4826-90cd-02c42ccbe12b","a55853a7-7a10-4a11-b503-dfc81ae22578","2024-02-08T15:09:24.427Z","2024-02-08T15:33:35.122Z","96.127.163.196","Tablet","Australia","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiYTU1ODUzYTctN2ExMC00YTExLWI1MDMtZGZjODFhZTIyNTc4IiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.9skORvBg-XDGtJyOd_FTwMEMLWJnKBLfi2XzYAXbPUA"
"7827074d-2314-4a70-9779-2cdb52dfe7b4","7e9e0347-f9e0-4236-ab3c-2339189809f9","2024-05-20T06:49:15.290Z","2024-05-20T08:46:18.816Z","120.121.220.77","Mobile","Japan","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiN2U5ZTAzNDctZjllMC00MjM2LWFiM2MtMjMzOTE4OTgwOWY5IiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.ROBJYsgoGVAko28CVvCGzvtpMlUbfsCPaLXoQBqapus"
"e54301c6-3121-4b9f-b7ec-4ba94690f294","0c5ecc71-4f8d-4e6d-afff-9a24144ab238","2023-11-24T19:12:54.080Z","2023-11-24T21:03:10.429Z","2a5d:1392:39aa:3c62:dccc:af70:fc2e:3ec4","Desktop","Germany","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiMGM1ZWNjNzEtNGY4ZC00ZTZkLWFmZmYtOWEyNDE0NGFiMjM4IiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.lYBrZuST0Lj6ANAQlDKwsDhDbvwU_xu2-5qCJ9Y8RBc"
"8cae02b8-28c5-4008-bf52-faaf20c00bce","dd1e1b92-0837-4bdf-8abd-690c9780bb28","2024-09-23T21:55:15.006Z","2024-09-23T22:11:48.574Z","172.99.114.115","Mobile","Canada","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiZGQxZTFiOTItMDgzNy00YmRmLThhYmQtNjkwYzk3ODBiYjI4IiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.xWikBbK_Vt9rHXQpKGkOxoOGLYDHXJ_fjqHcQe8VwmA"
"d8e1b803-b72e-44e7-8e1c-426c4dd078c8","f0dea0ed-b4ab-42d6-899e-c1b94e5033b8","2023-12-06T21:16:31.664Z","2023-12-06T21:48:01.166Z","83a6:8ebf:4b70:1bed:3995:acdc:50aa:3e11","Desktop","Canada","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiZjBkZWEwZWQtYjRhYi00MmQ2LTg5OWUtYzFiOTRlNTAzM2I4IiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.tjs8N0LlGznEMZNbd1_OpbDUcrgHDJaJHBdKPkEusXo"
"ea3ed470-b341-439c-ad16-c23f31190ae2","72d89e5c-6f89-462c-a634-38fb68a6c3d2","2023-11-30T12:09:42.511Z","2023-11-30T12:18:18.785Z","111.46.59.209","Desktop","USA","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNzJkODllNWMtNmY4OS00NjJjLWE2MzQtMzhmYjY4YTZjM2QyIiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.G3URptnV65XUG2-RECctX4pysQtmHrhMlehOYYFCjos"
"9349147b-cf93-45cc-985a-9b9267a5effc","a55853a7-7a10-4a11-b503-dfc81ae22578","2024-09-08T19:13:25.394Z","2024-09-08T20:53:32.637Z","54.13.158.197","Desktop","India","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiYTU1ODUzYTctN2ExMC00YTExLWI1MDMtZGZjODFhZTIyNTc4IiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.9skORvBg-XDGtJyOd_FTwMEMLWJnKBLfi2XzYAXbPUA"
"af0e4b84-81ba-41fb-b920-ffa1998b8e93","ee9ff56b-3988-4807-b394-436614002af2","2024-09-26T09:24:50.512Z","2024-09-26T09:42:26.408Z","c650:f7dc:e6ce:7bda:c5cc:adcd:1cd9:ef4b","Desktop","Japan","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiZWU5ZmY1NmItMzk4OC00ODA3LWIzOTQtNDM2NjE0MDAyYWYyIiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.734SQjBZiGrtAHsUkbBwQNENlS-H7WQ9SVkQnqnMok4"
"997596fa-777f-41a0-b606-1c683bcb12b2","de67ebeb-7c56-49ad-b9dc-e1531202f08d","2024-02-04T00:57:34.467Z","2024-02-04T01:23:49.426Z","98ac:fde9:ea88:ddee:82c2:a0bb:8eed:bea6","Mobile","France","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiZGU2N2ViZWItN2M1Ni00OWFkLWI5ZGMtZTE1MzEyMDJmMDhkIiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.QutdR7W_FW8Q0ZkXsn79IwmMAxx8o1zhIKw4FAntDm4"
"6e8858a8-90a8-48b7-afbc-f500baf4be3f","0f5a5556-eac9-473d-ad91-c2fd35687200","2023-11-02T07:29:14.530Z","2023-11-02T08:58:25.121Z","3c10:d432:b8de:eba6:49db:4c28:6ed5:5be3","Mobile","Japan","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiMGY1YTU1NTYtZWFjOS00NzNkLWFkOTEtYzJmZDM1Njg3MjAwIiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.5W9m_E7D2HPAMFkywJBXfRdhg2d3s3h5_KRBZfldxH8"
"1f52d81f-70c4-4f00-8e48-f61dfcb492a2","a55853a7-7a10-4a11-b503-dfc81ae22578","2024-04-17T18:27:45.996Z","2024-04-17T20:25:33.992Z","186.218.1.89","Mobile","Brazil","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiYTU1ODUzYTctN2ExMC00YTExLWI1MDMtZGZjODFhZTIyNTc4IiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.9skORvBg-XDGtJyOd_FTwMEMLWJnKBLfi2XzYAXbPUA"
"1e0c1e3a-49a4-4c68-99f4-37d93438dfbb","e51bacf3-c37c-4783-8d3b-1177da02ac5f","2024-06-20T19:10:45.433Z","2024-06-20T19:39:51.223Z","244.167.247.223","Desktop","USA","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiZTUxYmFjZjMtYzM3Yy00NzgzLThkM2ItMTE3N2RhMDJhYzVmIiwiaWF0IjoxNzI4NDI5MTgxLCJleHAiOjE3Mjg0MzYzODF9.kqJdy8ZJU8iQ8DbQeksQYkUqg_BSuHhB0RSPmbeggSk"
